City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,punta arenas,-53.15,-70.9167,55.51,88,75,19.57,CL,1675555628
1,paamiut,61.994,-49.6678,20.73,77,100,16.46,GL,1675555598
2,tasiilaq,65.6145,-37.6368,24.96,93,100,30.06,GL,1675555537
3,washington,47.5001,-120.5015,40.59,82,100,2.71,US,1675555500
4,hobart,-42.8794,147.3294,73.06,51,10,1.99,AU,1675555629
5,new norfolk,-42.7826,147.0587,72.72,45,9,5.01,AU,1675555490
6,general roca,-39.0333,-67.5833,93.61,16,2,14.0,AR,1675555339
7,norman wells,65.282,-126.8329,-13.99,99,84,3.62,CA,1675555629
8,mataura,-46.1927,168.8643,69.1,81,100,3.2,NZ,1675555630
9,sitka,57.0531,-135.33,37.29,87,100,3.44,US,1675555559
10,okhotsk,59.3833,143.3,-15.12,81,41,11.3,RU,1675555630
11,rikitea,-23.1203,-134.9692,79.14,74,3,12.46,PF,1675555631
12,sembe,1.6481,14.5806,74.55,46,46,1.66,CG,1675555631
13,zeya,53.75,127.2667,-21.87,100,61,2.01,RU,1675555632
14,albany,42.6001,-73.9662,12.58,49,72,3.62,US,1675555529
15,broome,42.2506,-75.833,19.62,57,0,11.99,US,1675555491
16,beira,-19.8436,34.8389,76.96,87,12,4.79,MZ,1675555632
17,ocos,14.5094,-92.1933,84.38,64,0,6.76,GT,1675555633
18,katsuura,35.1333,140.3,47.35,62,16,14.16,JP,1675555633
19,airai,-8.9266,125.4092,64.45,83,98,2.77,TL,1675555633
20,beringovskiy,63.05,179.3167,-15.95,84,59,16.13,RU,1675555612
21,clyde river,70.4692,-68.5914,-12.32,87,100,6.89,CA,1675555634
22,soyo,-6.1349,12.3689,79.86,85,95,8.59,AO,1675555634
23,jamestown,42.097,-79.2353,26.19,35,0,13.8,US,1675555403
24,caravelas,-17.7125,-39.2481,79.83,80,35,11.21,BR,1675555635
25,hilo,19.7297,-155.09,80.33,73,75,11.5,US,1675555635
26,cape town,-33.9258,18.4232,70.88,90,75,6.91,ZA,1675555426
27,phangnga,8.4509,98.5298,77.04,94,68,4.5,TH,1675555636
28,mahebourg,-20.4081,57.7,79.09,83,75,3.44,MU,1675555376
29,avarua,-21.2078,-159.775,84.25,79,75,14.97,CK,1675555636
30,busselton,-33.65,115.3333,76.06,38,77,6.2,AU,1675555448
31,ambilobe,-13.2,49.05,73.31,96,99,1.59,MG,1675555636
32,westport,41.1415,-73.3579,22.75,45,0,13.0,US,1675555637
33,mar del plata,-38.0023,-57.5575,68.09,72,20,5.75,AR,1675555600
34,bengkulu,-3.8004,102.2655,74.41,88,100,4.5,ID,1675555638
35,sao filipe,14.8961,-24.4956,71.67,63,35,12.64,CV,1675555638
36,carnarvon,-24.8667,113.6333,80.13,68,1,8.93,AU,1675555639
37,chanika,-5.4167,38.0167,67.26,98,100,3.02,TZ,1675555639
38,richards bay,-28.783,32.0377,71.11,90,15,2.53,ZA,1675555603
39,diffa,13.3154,12.6113,73.2,20,91,9.24,NE,1675555640
40,te anau,-45.4167,167.7167,61.43,95,100,6.55,NZ,1675555544
41,ippy,6.2679,21.2247,74.59,19,63,2.57,CF,1675555640
42,dikson,73.5069,80.5464,-2.18,97,100,3.02,RU,1675555641
43,goure,13.9835,10.2704,70.16,17,66,7.31,NE,1675555641
44,innisfail,-17.5333,146.0333,80.82,90,100,4.72,AU,1675555641
45,port alfred,-33.5906,26.891,78.19,65,100,4.0,ZA,1675555642
46,maumere,-8.6199,122.2111,79.12,83,100,4.63,ID,1675555642
47,qaanaaq,77.484,-69.3632,-4.67,59,60,2.75,GL,1675555642
48,bethel,41.3712,-73.414,19.76,42,20,4.61,US,1675555414
49,tel aviv-yafo,32.0805,34.7805,53.78,87,40,8.05,IL,1675555643
50,vostok,46.4856,135.8833,1.92,92,99,4.16,RU,1675555643
51,puerto ayora,-0.7393,-90.3518,80.55,91,60,8.01,EC,1675555644
52,butaritari,3.0707,172.7902,81.34,81,63,18.61,KI,1675555439
53,bhadasar,28.2833,74.3167,63.72,29,0,4.45,IN,1675555644
54,lompoc,34.6391,-120.4579,68.14,76,75,8.99,US,1675555583
55,rajka,47.9964,17.1982,32.09,73,40,17.27,HU,1675555644
56,alofi,-19.0595,-169.9187,76.57,79,100,18.12,NU,1675555645
57,olonets,60.9847,32.9698,2.62,98,41,4.36,RU,1675555646
58,charyshskoye,51.3978,83.5598,23.76,97,100,1.1,RU,1675555646
59,north bend,43.4065,-124.2243,56.91,85,75,3.44,US,1675555652
60,torbay,47.6666,-52.7314,11.26,83,75,20.71,CA,1675555559
61,castro,-24.7911,-50.0119,62.46,95,86,5.68,BR,1675555530
62,upernavik,72.7868,-56.1549,-8.32,98,100,0.89,GL,1675555652
63,vaini,-21.2,-175.2,86.16,74,75,18.41,TO,1675555652
64,sao desiderio,-12.3633,-44.9733,72.73,83,80,1.59,BR,1675555653
65,lorengau,-2.0226,147.2712,84.58,68,96,5.55,PG,1675555653
66,namibe,-15.1961,12.1522,70.36,77,76,6.24,AO,1675555653
67,mayo,38.8876,-76.5119,31.12,53,0,10.36,US,1675555654
68,saint-augustin,51.226,-58.6502,11.8,67,74,30.98,CA,1675555654
69,idar,49.7167,7.3,41.09,87,91,0.87,DE,1675555654
70,ryotsu,38.0833,138.4333,38.17,52,58,7.27,JP,1675555654
71,ushuaia,-54.8,-68.3,47.03,97,100,6.91,AR,1675555655
72,port elizabeth,-33.918,25.5701,82.69,44,0,19.57,ZA,1675555424
73,la macarena,2.1837,-73.7849,82.06,44,59,3.42,CO,1675555658
74,hermanus,-34.4187,19.2345,70.81,93,30,6.17,ZA,1675555659
75,atuona,-9.8,-139.0333,78.58,75,28,17.34,PF,1675555659
76,ancud,-41.8697,-73.8203,62.33,83,38,3.09,CL,1675555610
77,saskylakh,71.9167,114.0833,-28.61,97,92,3.42,RU,1675555510
78,provideniya,64.3833,-173.3,-1.89,91,98,10.67,RU,1675555660
79,mayumba,-3.432,10.6554,75.78,93,91,7.94,GA,1675555607
80,sucua,-2.4667,-78.1667,72.21,81,73,1.16,EC,1675555660
81,bambous virieux,-20.3428,57.7575,75.22,84,60,8.21,MU,1675555662
82,georgetown,5.4112,100.3354,78.73,92,20,5.75,MY,1675555420
83,strezhevoy,60.7333,77.5889,-8.18,100,99,3.62,RU,1675555662
84,seoul,37.5683,126.9778,29.64,86,40,5.75,KR,1675555536
85,mishan,45.55,131.8833,10.63,86,100,3.18,CN,1675555662
86,balakhninskiy,58.0106,114.2769,-4.9,100,100,0.58,RU,1675555663
87,pangnirtung,66.1451,-65.7125,-31.34,99,83,0.27,CA,1675555421
88,boyabat,41.4689,34.7667,28.8,92,88,1.34,TR,1675555663
89,beyneu,45.3167,55.2,32.02,96,100,8.79,KZ,1675555664
90,kapaa,22.0752,-159.319,75.52,82,75,10.36,US,1675555664
91,dingle,10.9995,122.6711,77.92,87,88,9.55,PH,1675555664
92,bluff,-46.6,168.3333,60.84,93,100,8.9,NZ,1675555377
93,lagoa,39.05,-27.9833,59.11,89,3,19.42,PT,1675555494
94,matina,10.0761,-83.2895,80.47,88,33,2.75,CR,1675555664
95,cayenne,4.9333,-52.3333,77.04,94,75,3.44,GF,1675555665
96,faanui,-16.4833,-151.75,81.52,73,50,16.96,PF,1675555665
97,saint-philippe,-21.3585,55.7679,76.59,86,99,10.13,RE,1675555666
98,mildura,-34.2,142.15,74.07,51,5,4.81,AU,1675555666
99,touros,-5.1989,-35.4608,79.63,80,78,13.18,BR,1675555666
100,tottori,35.5,134.2333,35.67,80,75,6.91,JP,1675555506
101,salinas,36.6777,-121.6555,61.48,89,100,6.91,US,1675555667
102,hranice,49.548,17.7347,29.48,88,67,12.19,CZ,1675555667
103,san policarpo,12.1791,125.5072,79.3,83,100,16.64,PH,1675555667
104,riviere-au-renard,48.9957,-64.3971,0.88,77,57,33.89,CA,1675555667
105,sansepolcro,43.5747,12.143,39.94,71,15,4.59,IT,1675555668
106,chimore,-16.9833,-65.1333,68.74,92,100,3.02,BO,1675555668
107,saint-georges,12.0564,-61.7485,77.67,81,1,18.5,GD,1675555668
108,yaan,7.3833,8.5667,82.56,44,88,9.93,NG,1675555669
109,bredasdorp,-34.5322,20.0403,68.25,91,2,7.09,ZA,1675555669
110,coquimbo,-29.9533,-71.3436,67.73,72,0,9.22,CL,1675555669
111,chokurdakh,70.6333,147.9167,-24.14,97,84,8.66,RU,1675555670
112,banikoara,11.2985,2.4386,80.08,12,4,5.3,BJ,1675555670
113,coihaique,-45.5752,-72.0662,73.35,49,20,3.44,CL,1675555670
114,cherskiy,68.75,161.3,-36.45,100,97,2.68,RU,1675555670
115,villareal,11.5659,124.9281,78.04,87,93,5.28,PH,1675555671
116,chuy,-33.6971,-53.4616,65.32,94,35,12.03,UY,1675555671
117,pathein,16.7833,94.7333,68.58,73,26,5.93,MM,1675555671
118,eravur,7.7733,81.6095,76.96,83,83,8.68,LK,1675555672
119,sur,22.5667,59.5289,69.73,66,1,6.29,OM,1675555672
120,noboribetsu,42.4514,141.1731,26.89,77,41,10.16,JP,1675555672
121,nchelenge,-9.3451,28.734,69.78,87,100,5.26,ZM,1675555673
122,hamilton,39.1834,-84.5333,44.55,48,0,16.11,US,1675555673
123,annau,37.8876,58.516,43.81,52,100,3.11,TM,1675555673
124,ankang,32.68,109.0172,41.67,56,96,3.04,CN,1675555674
125,pevek,69.7008,170.3133,-35.1,100,94,2.33,RU,1675555674
126,east london,-33.0153,27.9116,73.76,81,100,12.01,ZA,1675555674
